"""${0}"" is already mapped to Plaid account ${1}. Each ledger account can only be linked to one Plaid sub-account — pick a different ledger or unmap the other Plaid account first.",,
"""${0}"" is already mapped to Plaid account ${1}. Each ledger account can only be linked to one Plaid sub-account.",,
"""${0}"" is the last sub-account still receiving automatic imports under ${1}. Disconnecting it removes the whole institution from Plaid and stops all feeds for this bank until you connect it again. Your ledger accounts and history stay in the books.",,
${0},,
"Got two minutes? Tell us what’s broken and whether you’d use encrypted cloud backup.",,
Gram,Gramas,
"Grand Total","Total geral",
"Greater Than","Maior do que",
Green,Verde,
"Grid View",,
"Group By","Agrupar por",
"Group Deleted",,
HSN/SAC,HSN/SAC,
"HSN/SAC Code",,
"Half Yearly",Semestralmente,
"Half Years",Semestral,
"Has Batch","Tem Nº de Lote",
"Has Serial Number","Tem Nº de Série",
"Height (in cm)","Altura (em cm)",
Held,,
"Held Button Colour",,
Help,Ajuda,
"Hex Value","Valor hexadecimal",
"Hidden values will be visible on Print on.","Valores ocultos serão visiveis na impressão",
"Hide Get Started","Esconder a página de Inicio",
"Hide Group Amounts","Ocultar Agrupamento de Valores",
"Hide Month/Year","Ocultar Mês/Ano",
"Hide Unavailable Items",,
"Hide debit/credit and reference columns",,
"Hides the Get Started section from the sidebar. Change will be visible on restart or refreshing the app.","Esconde a seção 'Início' da barra lateral. A alteração será visível ao reiniciar ou na atualização da aplicação.",
"History of cleared transactions. Click Undo to send a row back to For Review. If a row is already reconciled, you'll be warned before it can throw off your beginning balance.",,
"Hold Q and type digits to set selected item quantity",,
Hour,Hora,
Hundred,,
"I've verified — try again",,
ID,,
INR,,
"If any entry form is open, save the details. Otherwise, save the invoice.",,
"If any entry form is open, your entry will be canceled. Otherwise the selected items will be removed.",,
"Ignore Pricing Rule",,
"Ignore reason",,
Ignored,,
Image,Imagem,
"Import CSV/OFX",,
"Import Complete","Importação Completa",
"Import Data","Importar Dados",
"Import Data.","Importar Dados",
"Import Lists (CSV)",,
"Import Type","Tipo de Importação",
"Import Wizard","Assistente de importação",
"Import accounts, customers, vendors, items, and other lists from a CSV file",,
"Import bank statement",,
"Import transactions",,
"Imported ${0} transaction(s).",,
"Imported at",,
"Imported lines land in For Review. Nothing posts until you Add or Match. If auto-staging is off in Bank Feed Settings, use Pull bank feed.",,
"Importer not set, reload tool","Importador não definido, recarregue por favor",
"In progress",,
"In stock",,
Inactive,Inativo,
"Inbox of imported bank activity. Pick a category and Add it to your books, or Match it to an existing entry. Excluded items move to the Excluded tab and are hidden from your reports.",,
"Include Cancelled","Incluir registros cancelados",
Income,Rendimento,
"Income Account","Conta de Receita",
"Increase print template display scale","Aumentar o zoom de exibição da impressão",
Indigo,,
"Indirect Expenses","Gastos Indiretos",
"Indirect Income","Rendimento indireto",
Inflow,Entradas,
"Initial Sync Data",,
"Instance Id","ID da instância",
"Insufficient Quantity","Qtd Insuficiente",
"Insufficient Quantity.","Qtd Insuficiente.",
"Insufficient Quantity. Item ${0} has only ${1} quantities available. you selected ${2}","Quantidade Insuficiente. Item ${0} tem apenas ${1} qtd disponíveis! Você selecionou ${2}",
Int,Inteiro,
"Integration Error Log",,
Interested,,
"Intergrated Tax","Impostos integrados",
"Internal Precision","Precisão Interna",
"Invalid HSN Code.",,
"Invalid Key Error","Erro: Tecla Inválida",
"Invalid Quantity for Item ${0}","Qtd Inválida para o Item ${0}",
"Invalid barcode value ${0}.","Código de barras inválido ${0}.",
"Invalid value ${0} for ${1}","Valor inválido ${0} para ${1}",
"Invalid value found for ${0}","Valor não encontrado para ${0}",
Inventory,Estoque,
"Inventory Items",,
"Inventory Settings","Configuração de estoque",
Investments,Investimentos,
Invoice,"Registro de Receita",
"Invoice Created","Registro de Receita Criada",
"Invoice Date","Data de faturamento",
"Invoice Item",Detalhamento,
"Invoice No","Nº de Registro",
"Invoice No.","Nº de Registro",
"Invoice Value","Valor da Receita",
"Invoice payments cannot be made recurring. Use Cheque Register for recurring payees.",,
Invoices,Receitas,
Is,É,
"Is Coupon Code Based",,
"Is Custom","È personalizado",
"Is Empty","É vazio",
"Is Enabled",,
"Is Group","É grupo",
"Is Landscape",Paisagem,
"Is Not","Não é",
"Is Not Empty","Não é vazio",
"Is POS Shift Open","O Caixa está aberto",
"Is Price List Enabled","A lista de preços está habilitada",
"Is Pricing Rule Enabled",,
"Is Recursive",,
"Is Required","É obrigatório",
"Is Sync Enabled",,
"Is Whole","É completo",
Item,Item,
"Item ${0} has Zero Quantity","Item ${0} está com a qtd zerada",
"Item ${0} is a batched item","Item ${0} tem nº de lote",
"Item ${0} is not a batched item","Item ${0} não tem nº de lote",
"Item ${0} is out of stock (quantity is zero)",,
"Item ${0} not found",,
"Item ${0} not in Stock","Item ${0} não é um item de estoque",
"Item ${0} only has ${1} Quantity",,
"Item ${0} only has ${1} Quantity in batch ${2}",,
"Item Code",,
"Item Code Digits",,
"Item Description","Descrição do Item",
"Item Discounts","Descontos do Item",
"Item Enquiry",,
"Item Group",,
"Item Name","Nome do Item",
"Item Prices","Preços do Item",
"Item Visibility",,
"Item enquiry submitted",,
"Item with From location not found","Item não encontrado na localização de origem",
"Item with To location not found","Item não encontrado na localização de destino",
"Item with barcode ${0} not found.","Item com código de barras ${0} não localizado",
ItemCode,,
Items,Items,
"Items (Payables)",,
"Items (Receivables)",,
January,Janeiro,
"John Doe","José da Silva",
"Journal Entries","Registros Financeiros",
"Journal Entry","Registro Financeiro",
"Journal Entry Account","Conta de Registro Financeiro",
"Journal Entry Number Series","Série do Registro Financeiro",
"Journal Entry Print Template","Modelo do Registro Financeiro",
July,Julho,
June,Junho,
"Key Hints","Teclas de Atalho",
Kg,,
Kind,,
Label,Etiqueta,
Language,Idioma,
"Last reconciled",,
"Last statement balance",,
"Last successful Plaid apply",,
"Last sync",,
Lead,,
"Ledger account",,
"Ledger balance",,
"Ledger device id",,
"Ledger entry",,
"Ledger name",,
"Left Index","Indíce Esquerdo",
"Legal Expenses","Despesas legais",
"Less Filters","Filtrar Menos",
"Less Than","Menos do que",
Liability,Obrigações,
Limit,Limite,
Lines,,
Link,Ligação,
"Link Validation Error","Erro de validação na ligação",
"Linked Entries","Registros ligados",
List,Lista,
"List View","Vista em Lista",
"Live Feeds",,
"LiveBooks Cloud",,
"LiveBooks Cloud account connected",,
"LiveBooks Cloud — checking connection",,
"LiveBooks Cloud — connected",,
"LiveBooks Cloud — sign in or manage",,
"LiveBooks Cloud — signed in, server unreachable",,
"LiveBooks Desktop Version",,
"LiveBooks Desktop does not have access to the selected file: ${0}",,
"Load an existing company from your computer","Carregar uma empresa desde o seu computador",
"Loading Plaid accounts…",,
"Loading Report...","Carregando relatório",
"Loading Workspace…",,
"Loading accounts…",,
"Loading feeds…",,
"Loading instance...","Carregando instância...",
"Loading manual banks…",,
"Loading transactions…",,
Loading...,Carregando...,
Loading…,,
"Loans (Liabilities)","Empréstimos (Passivo)",
"Loans and Advances (Assets)","Empréstimos e Adiantamentos (Activos)",
"Local Mutation",,
Locale,Localização,
Location,Localização,
"Location Name","Nome da Localização",
Logo,Logo,
"Loser Device",,
"Loser Payload",,
"Loser Updated At",,
"Loyalty Point Entry",,
"Loyalty Points",,
"Loyalty Points Redemption",,
"Loyalty Program",,
"Loyalty Program Tier",,
"Loyalty program has expired and cannot be applied",,
"Loyalty program has expired or reached maximum usage",,
"Make Entry","Fazer Registro",
"Make Payment On Submit","Realizar Pagamento ao Confirmar",
"Make Purchase Receipt On Submit","Realizar Recibo de Compra ao Confirmar",
"Make Shipment On Submit","Realizar Entrega ao Confirmar",
"Make recurring…",,
"Manage Cloud",,
"Mandatory Error","Erro Mandatorio",
Manual,,
"Manual Banks",,
"Manual CSV",,
"Manual OFX/QBO/QFX",,
"Manual bank added.",,
"Manual banks",,
Manufacture,Produção,
"Manufacture Date","Data de Produção",
"Map accounts",,
"Map each Plaid account to one ledger account. A ledger account can only be linked once — already-used accounts are disabled in the dropdown.",,
"Mapping saved.",,
"Mar 23, 2022",,
March,Março,
"Mark ${0} as submitted?","Marcar como confirmado?",
"Marketing Expenses","Despesas de Marketing",
Match,,
"Match status",,
"Match your columns for ${0}",,
Matched,,
"Matched ref. name",,
"Matched ref. type",,
"Matched to",,
"Matched to ${0} ${1}.",,
"Material Issue","Saída de Material",
"Material Receipt","Entrada de Material",
"Material Transfer","Transferência de Material",
"Max Amount",,
"Max Qty (As Per Stock Unit)",,
Maxed,,
"Maximum Amount should be greater than the Minimum Amount.",,
"Maximum Amount should be lesser than Pricing Rule's Maximum Amount",,
"Maximum Quantity should be greater than the Minimum Quantity.",,
"Maximum Use",,
May,Mai,
Memo,,
"Memo / note",,
Memorize…,,
Meter,Metro,
Million,,
"Min Amount",,
"Min Qty (As Per Stock Unit)",,
"Minimum Amount should be greather than the Pricing Rule's Minimum Amount.",,
"Minimum Amount should be less than the Maximum Amount.",,
"Minimum Quantity should be less than the Maximum Quantity.",,
"Minimum Total Spent",,
Misc,Divs.,
Miscellaneous,Diversos,
"Miscellaneous Expenses","Despesas Diversas",
Mo,Se,
Mobile,,
Modern,,
Modified,Modificado,
"Modified By","Modificado por",
"Money in",,
"Money out",,
Month-end,,
Monthly,Mensalmente,
Months,Meses,
More,Mais,
"More Filters","Mais filtros",
"More shortcuts will be added soon.","Outros atalhos serão adicionados em breve.",
"Move is not available for an in-memory company.",,
"Move to",,
Moved,,
"Moved back to For Review.",,
"Movement Type","Tipo de Movimento",
"Mutation Id",,
Name,Nome,
Navigate,Navegar,
"Need ${0} Serial Numbers for Item ${1}. You have provided ${2}","São necessários ${0} nºs de série para o item ${1}. Você forneceu ${2}",
"Net Total","Total líquido",
"New ${0}","Novo ${0}",
"New ${0} ${1}","Novo ${0} ${1}",
"New Account","Nova conta",
"New Company","Nova empresa",
"New Entry","Novo registro",
"New Template","Novo modelo",
"New manual bank",,
"New transactions are waiting on a sub-account that isn't mapped yet. Map your Plaid sub-account to a bank account so they can show up here.",,
"Next Due Date",,
"Next Due Date must be at least tomorrow (same-day scheduling is not allowed).",,
Nine,,
Nineteen,,
Ninety,,
No,Nº,
"No Display Entries Found","Nenhum registro encontrado",
"No Plaid accounts were returned. Use Refresh for this institution or reconnect the bank if login is required.",,
"No Plaid connections yet. Use Connect Banks via Plaid to link an institution.",,
"No Print Templates not found for entry type ${0}","Nenhum modelo de impressão encontrado para registros do tipo ${0}",
"No Value","Sem valor",
"No Values to be Displayed","Nenhum valor a ser exibido",
"No accounts were deleted.",,
"No bank accounts were returned for this connection.",,
"No bank or credit-card accounts yet. Add one in Chart of Accounts to start reconciling.",,
"No deposits in this period.",,
"No entries found","Nenhum registro encontrado",
"No entries were imported.","Nenhum registro foi importado",
"No entries yet.",,
"No excluded transactions.",,
"No expenses in this period","Sem despesas durante este período",
"No filters selected","Sem filtros selecionados",
"No linked entries found","Nenhum registro ligado foi encontrado",
"No manual banks yet. Add one to start uploading CSV statements.",,
"No recent sync from your bank.",,
"No results found","Nenhum resultado encontrado",
"No results found, disable filters",,
"No reviewed transactions yet.",,
"No rows added. Select a file or add rows.","Nenhuma linha adicionada. Selecione um arquivo ou adicione as linhas.",
"No rows to import.",,
"No stored batches left to re-fetch for this account. Recent history may be incomplete — upload a CSV/OFX if you need older transactions.",,
"No transactions to review. Click Upload file above to import CSV, QBO, or QFX.",,
"No transactions yet","Nenhuma transação ainda",
"No withdrawals in this period.",,
No.,,
"Non Active Serial Number ${0} cannot be used as Manufacture raw material","O nº de série ${0} está inativo e não pode ser utilizado como matéria prima na produção.",
"Non Active Serial Number ${0} cannot be used for Material Issue","O nº de série ${0} está inativo e não pode ser utilizado na saída de materiais.",
"Non Active Serial Number ${0} cannot be used for Material Transfer","O nº de série ${0} está inativo e não pode ser utilizado na transferência de materiais.",
"Non Inactive Serial Number ${0} cannot be used for Material Receipt","O nº de série ${0} está inativo e não pode ser utilizado no recebimento de materiais",
"Non-Inventory Items",,
None,Nada,
"Not Found","Não foi encontrado",
"Not Saved","Não está salvo",
"Not Submitted","Não está confirmado",
"Not Transferred","Não foi transferido",
"Not mapped",,
"Not now",,
Note,,
"Note: This account still has a ${0} balance in your books. You may want to record a transfer to your new bank before archiving.",,
Notes,Notas,
"Nothing new to import.",,
"Nothing new to import. All rows are already on file.",,
"Nothing pending for review for this account.",,
"Nothing to re-fetch in the last ${0} days, or those batches were already deleted from LiveBooks Cloud.",,
November,Novembro,
"Number Display","Exibição de Números",
"Number Series","Série Numérica",
"Number of ${0}","Número de ${0}",
"Number of Rows","Número de linhas",
October,Outubro,
"Off: open each account and use Pull bank feed. Categories never post automatically.",,
"Office Equipments","Equipamentos de escritório",
"Office Maintenance Expenses","Despesas de manutenção do escritório",
"Office Rent","Aluguel de escritório",
"Offline: Using exchange rate from ${0}",,
Okay,,
"Onboarding Complete","Introdução Completa",
One,,
"Only From or To can be set for Manufacture","Apenas Origem ou Destino podem ser definidos para produção",
"Only transactions on or before this date appear below.",,
Open,,
"Open Bank Feed",,
"Open Count","Abrir contagem",
"Open Documentation","Abrir documentação",
"Open Folder","Abrir pasta",
"Open LiveBooks Cloud",,
"Open LiveBooks Cloud to verify",,
"Open POS Shift",,
"Open Print View","Abrir impressão",
"Open Print View if Print is available.","Abrir na visualização de impressão se a impressão estiver dispoível",
"Open Quick Search","Abrir busca rápida",
"Open Report Print View","Abrir impressão do relatório",
"Open Sales Invoice List",,
"Open Saved or Submitted Invoice List.",,
"Open the Export Wizard modal","Abrir o assistente de exportação",
"Open the matched record and decide whether to keep, void, or unreconcile it.",,
"Opening (Cr)","Abertura (Cr)",
"Opening (Dr)","Abertura (Db)",
"Opening Amount","Valor de Abertura",
"Opening Amounts",,
"Opening Balance Equity","Saldo inicial Equidade",
"Opening Balances","Balanços de abertura",
"Opening Cash",,
"Opening Cash Amount can not be negative.","O valor de Abertura do Caixa não pode ser negativo.",
"Opening Cash In Denominations","Moedas/Notas da Abertura do Caixa",
"Opening Date","Data de Abertura",
"Opening Entry","Entrada de Abertura",
"Opening Shift",,
"Opening balance",,
"Opening your LiveBooks Cloud account",,
"Opening your company books. This may take a moment.",,
Operation,,
Opportunity,,
Options,Opções,
Orange,Laranja,
Organisation,Organização,
"Out stock",,
Outflow,Saída,
Outstanding,Pendente,
"Outstanding Amount","Valor Pendente",
"PDF closing balance",,
POS,PDV,
"POS Closing Shift",,
"POS Counter Cash Account is not set. Please set it on POS Settings","A conta de contagem de dinheiro do PDV não está configurada. Por favor configure ela nas configurações do PDV.",
"POS Customer","Cliente do PDV",
"POS Inventory is not set. Please set it on POS Settings","O estoque do PDV não está configurado. Configure ele nas configurações do PDV.",
"POS Opening Shift",,
"POS Print Template",,
"POS Profile",,
"POS Settings","Configurações do PDV",
"POS Shift Amount","Valor do Turno do PDV",
"POS UI",,
"POS Write Off Account is not set. Please set it on POS Settings","A conta de diferenças do PDV não está configurada. Configure ela nas configurações do PDV.",
"POS without stock tracking",,
"Pad Zeros","Zeros à esquerda",
Page,Página,
Paid,Pago,
"Paid ${0}","Pago ${0}",
"Paid Change",Troco,
Paisa,,
Parent,Superior,
"Parent Account","Conta Superior",
"Partly Paid",,
"Partly Paid ${0}",,
Party,Participante,
"Paste a name and address (e.g. from Shopify). We'll fill the fields below.",,
"Patch Run","Log de Correção",
Pay,Pago,
"Pay & Print",,
"Pay And Print Button Colour",,
"Pay Button Colour",,
Payable,Pagável,
Payables,,
Payee,,
"Payee and amount are required.",,
"Payee is required.",,
"Payee, accounts, and amount are required.",,
Payload,,
Payment,Pagamento,
"Payment ${0} is Saved","Pagamento ${0} foi salvo",
"Payment For","Pagamento por",
"Payment Method","Forma de pagamento",
"Payment No","Nº do Pagamento",
"Payment Number Series","Nº de Série do Pagamento",
"Payment Print Template","Formato de Impressão do Recibo de Pagamento",
"Payment Reference","Referência de pagamento",
"Payment Type","Tipo de pagamento",
"Payment amount cannot be ${0}.","O montante do pagamento não pode ser de ${0}.",
"Payment amount cannot be less than zero.","O montante de pagamento não pode ser inferior a zero.",
"Payment amount cannot exceed ${0}.","O montante do pagamento não pode exceder ${0}.",
"Payment amount: ${0} should be greater than 0.","Montante do pagamento: ${0} deve ser superior a 0.",
"Payment amount: ${0} should be less than Outstanding amount: ${1}.","Montante do pagamento: ${0} deve ser inferior ao Montante por pagar: ${1}.",
"Payment method",,
"Payment method is required.",,
"Payment of ${0} will be made from account ""${1}"" to account ""${2}"" on Submit.","Pagamento de ${0} será realizado da conta '${1}' para a conta '${2}' ao confirmar.",
Payments,Pagamentos,
"Payments (Payables)",,
"Payments (Receivables)",,
"Payroll Payable","Folha de pagamento a pagar",
"Pending Plaid transaction id",,
"Pending qty. ${0}","Qtd Pendente ${0}",
"Per-company cached FX rates (JSON) for offline use.",,
"Period end and ending balance come from your bank PDF. Beginning balance is from your last completed reconcile.",,
"Period ending",,
Periodicity,Periodicidade,
Phase,,
Phone,Telefone,
"Pick Columns","Selecionar Colunas",
"Pick Import Columns","Selecionar colunas na Importação",
"Pick a category before adding to the ledger.",,
"Pick a category…",,
Pink,,
Place,Lugar,
"Place of supply","Local de fornecimento",
Plaid,,
"Plaid account id",,
"Plaid account label",,
"Plaid bank account map",,
"Plaid batch apply journal",,
"Plaid connection",,
"Plaid connection not found (it may already be disconnected).",,
"Plaid delta kind",,
"Plaid item id",,
"Plaid later removed this transaction. Your books were not changed automatically — compare to your bank if amounts look off.",,
"Plaid pending",,
"Plaid removed",,
"Plaid statement (PDF)",,
"Plaid statements (cloud)",,
"Plaid transaction_id while pending; cleared when posted.",,
"Plaid transactions window",,
"Plants and Machineries","Fábricas e maquinarias",
"Please Wait","Por favor espere",
"Please add a customer before saving",,
"Please add items",,
"Please check Key Hints for valid key names","Verifique as teclas de atalho para nomes válidos de teclas.",
"Please create a ${0} entry to view Template Preview.","Crie um registro ${0} para ver a previsualização do modelo.",
"Please fill all values.","Preencha todos os campos",
"Please restart and try again.","Recarregue e tente novamente",
"Please select a Print Template","Selecione um modelo de impressão",
"Please select a batch first",,
"Please select a customer",,
"Please select a payment method before proceeding with payment.",,
"Please select a payment method before submitting.",,
"Please select a valid reference type.","Selecione um tipo de referência válido",
"Please set GSTIN in General Settings.",,
"Please set Round Off Account in the Settings.","Selecione uma Conta de Arredondamento nas Configuraçẽos",
"Please set a Display Doc","Selecione um registro para exibição",
"Please wait a moment and try again.",,
"Point of Sale","Ponto de Vendas",
"Points must be greater than 0",,
"Points must be greather than 0",,
"Pos Print Width",,
"Pos Ui",,
"Possible duplicate",,
"Postal Code","Código Postal",
"Postal Expenses","Despesas de logística",
"Posting Date","Data de lançamento",
Prefix,Prefixo,
Preview,,
"Price Discount",,
"Price Discount Scheme",,
"Price Discount Type",,
"Price List","Lista de Preço",
"Price List Item","Item da Lista de Preço",
"Pricing Rule",,
"Pricing Rule Detail",,
"Pricing Rule Item",,
"Prime Bank",Nubank,
Print,Imprimir,
"Print ${0}","Imprimir ${0}",
"Print Failed",,
"Print Settings","Configurações de impressão",
"Print Setup","Configurações de impressão",
"Print Successful",,
"Print Template","Modelo de Impressão",
"Print Template Name not set","Nome do Modelo de Impressão não está definido.",
"Print Template is empty","O Modelo de Impressão está em branco",
"Print Templates","Modelos de impressão",
"Print View","Vista de Imprssão",
"Print and Stationery",Impressão,
Priority,,
Proceed,,
Product,Produto,
"Product Discount",,
"Product Discount Scheme",,
Profile,,
"Profit And Loss","Lucro e Perda",
"Profit and Loss","Lucros e perdas",
"Pull anyway",,
"Pull bank feed",,
"Pull failed.",,
Pulling…,,
Purchase,Compra,
"Purchase Acc.","Conta de Despesa",
"Purchase Amount",,
"Purchase Invoice","Registro de Despesa",
"Purchase Invoice Item",Detalhamento,
"Purchase Invoice Number Series","Série do Registro de Despesa",
"Purchase Invoice Print Template","Modelo de Impressão do Registro de Despesa",
"Purchase Invoice Terms","Termos do Registro de Despesa",
"Purchase Invoices","Registros de Despesa",
"Purchase Item","Item para Compra",
"Purchase Item Created","Item para Compra Criado",
"Purchase Items","Items para Compras",
"Purchase Payment","Pagamento de Despesa",
"Purchase Payment Account","Conta de Pagamento de Despesas",
"Purchase Payments","Pagamento de Despesas",
"Purchase Receipt","Recido de Compras",
"Purchase Receipt Item",Detalhamento,
"Purchase Receipt Location","Local do Recebimento",
"Purchase Receipt Number Series","Série do Recibo de Compra",
"Purchase Receipt Print Template","Modelo de Impressão do Recibo de Compra",
"Purchase Receipt Terms","Termos do Recibo de Compras",
Purchases,Despesas,
Purple,Púrpura,
Purpose,Razão,
Qty,,
"Qty in Batch","Qtd no Lote",
"Qty. ${0}","Qtd ${0}",
"Qty. in Transfer Unit","Qtd na Unidade de Traferência",
Quantity,Quantidade,
"Quantity (${0}) has to be greater than zero",,
"Quantity and Amount",,
"Quantity must be greater than zero.",,
"Quantity needs to be set","Qtd devem ser definidas",
Quarterly,Trimestral,
Quarters,Trimestre,
"Quick Search","Busca Rápida",
"Quick edit error: ${0} entry has no name.","Erro na entrada rápid: ${0} não tem um nome.",
Quotation,,
Quote,Orçamento,
"Quote Reference","Orçamento de Referência.",
Quotes,,
Rate,Valor,
"Rate (${0}) cannot be less zero.","O valor (${0}) não pode ser menos zero.",
"Rate (${0}) has to be greater than zero","O valor (${0}) deve ser maior que zero.",
"Rate can't be negative.","O valor não pode ser negativo",
"Rate needs to be set","O valor deve ser definido",
"Raw Value: ${0}","Valor Bruto: ${0}",
Re-fetch,,
"Re-fetch failed.",,
"Re-fetch missing bank data?",,
"Re-fetch missing data",,
Re-fetching…,,
"Re-opened ${0} batch(es). Open Bank Account Activity for each mapped account to merge them into For Review.",,
"Reactivate feed",,
"Reactivate this feed before saving or changing the mapping.",,
Ready,,
Reason,,
Receivable,Recebível,
Receivables,,
Receive,Receber,
Recent,,
Reconcile,,
Reconciled,,
"Reconciled ${0} transactions for ${1}.",,
"Reconciled on",,
"Reconciled transaction",,
Reconciliation,,
"Reconciliation Line",,
"Reconciliation reopened.",,
"Reconnect bank",,
"Reconnect bank when Plaid needs you to sign in again for that institution.",,
"Reconnect failed",,
"Recurring Transaction",,
"Recurring Transactions",,
"Recurring transaction saved",,
"Recurse Every (As Per Transaction Unit)",,
Red,Vermelho,
"Redeem Loyalty Points",,
"Ref Name","# de Ref.",
"Ref Type","Tipo de Ref.",
"Ref. / Cheque No.","Ref. / Nº Cheque",
"Ref. Date","Ref. Data",
"Ref. Name","Ref. Nome",
"Ref. Type","Ref. Tipo",
Reference,Referência,
"Reference Date","Data de referência",
"Reference Id not set.",,
"Reference Number","Número de referência",
"Reference Type","Tipo de referência",
"Reference column (optional)",,
References,Referências,
Refresh,,
"Refresh list",,
Refreshing…,,
"Register Instance",,
"Reload LiveBooks Desktop?",,
"Remove Filter",,
"Removed count",,
Reopen,,
"Reopen reconciliation?",,
"Reopened ${0} bank feed batch(es) so history can catch up.",,
Replied,,
Report,Relatório,
"Report Error","Relatar erro",
"Report Issue","Relatar Problema",
"Report will use more than one page if required.","O relatório irá utilizar mais de uma página se preciso for",
Reports,Relatórios,
"Required fields not selected: ${0}","Campos requeridos não foram selecionados: ${0}",
Resolution,,
Restore,,
"Retained Earnings","Rendimentos retidos",
Return,Devolução,
"Return Against","Devolver contra",
"Return Button Colour",,
"Return Issued",Devolvido,
"Reverse Chrg.","Reverter Cobrança",
Reverted,Revertido,
Reverts,Reverte,
"Review Accounts","Revisar contas",
"Review your chart of accounts, add any account or tax heads as needed","Revise suas contas no Plano de Contas, adicione outras contas se preciso for.",
Reviewed,,
"Right Index","Índice direito",
Role,Papel,
"Root Type","Tipo Raiz",
Round,,
"Round Free Item Quantity",,
"Round Off",Arredondamento,
"Round Off Account","Conta de Arredondamento",
"Round Off Account Not Found","Conta de Arredondamento não encontrada",
"Rounded Off",Arredondado,
"Rounding Method",,
"Row ${0}","Linhas ${0}",
"Row Version",,
"Run Now",,
Sa,Sa,
Salary,Salário,
Sales,Receitas,
"Sales Acc.","Receitas Acumuladas",
"Sales Expenses","Despesas de vendas",
"Sales Invoice","Registro de Vendas",
"Sales Invoice ${0} is Saved",,
"Sales Invoice ${0} is Submitted","Registro de Venda Confirmado",
"Sales Invoice Item",Detalhamento,
"Sales Invoice List",,
"Sales Invoice Number Series","Série do Registro de Venda",
"Sales Invoice Print Template","Template de impressão da fatura de venda",
"Sales Invoice Terms","Termos da Fatura de Vendas",
"Sales Invoices","Faturas de vendas",
"Sales Item","Item para Vendas",
"Sales Item Created","Item para Vendas criado",
"Sales Items","Items para Vendas",
"Sales Payment","Recibo de Pagamento",
"Sales Payment Account","Conta de pagamento de vendas",
"Sales Payments","Recibos de Vendas",
"Sales Quote",Orçamentos,
"Sales Quote Item",Detalhamento,
"Sales Quote Number Series","Série do Orçamento",
"Sales Quote Print Template","Modelo de Impressão do Orçamento",
"Sales Quotes",Orçamentos,
"Sales and Purchase","Receitas e Despesas",
"Same date and amount as an existing feed line or another row in this import.",,
Save,Salvar,
"Save ${0}?","Salvar ${0}?",
"Save Button Colour",,
"Save Customizations","Salvar Customizações",
"Save Mapping",,
"Save Template","Salvar modelo",
"Save Template File","Salvar arquivo de modelo",
"Save and Continue",,
"Save as PDF","Salvar como PDF",
"Save as PDF Successful","Salvar como PDF bem sucedido",
"Save changes made to ${0}?","Salvar mudanças em ${0}?",
"Save for Later",,
"Save or Submit an entry.","Salvar ou confirmar um registro.",
"Save statement",,
Saved,Salvo,
"Saved for later. Pick up where you left off any time.",,
"Saved. You can navigate back to the bank feed.",,
Saving…,,
Schedule,,
Schema,,
"Schema migration version",,
"Search Item (Name or Barcode)",,
"Secure storage is unavailable on this computer. Install or unlock a desktop keyring (GNOME Keyring or KWallet) to connect LiveBooks Cloud. Without it, this app cannot keep a Cloud session.",,
"Secured Loans","Empréstimos Garantidos",
"Securities and Deposits","Títulos e Depósitos",
Select,Selecionar,
"Select CoA","Selecionar plano de contas",
"Select Color","Selecionar cor",
"Select Colour",,
"Select Country","Selecionar país",
"Select File","Selecionar arquivo",
"Select Image","Selecionar imagem",
"Select Template File","Selecionar arquivo de modelo",
"Select a Display Doc to view the Template","Selecionar um registro para exibir o modelo.",
"Select a Template type","Selecionar um tipo de modelo",
"Select a bank account below. Then enter the statement end date and closing balance from your PDF before saving.",,
"Select a bank account to view the register.",,
"Select a bank account.",,
"Select a form type to customize","Selecione um tipo de formulário para personalizar",
"Select a pre-defined page size, or set a custom page size for your Print Template.","Selecione um tamanho de folha pré-definida, ou defina um tamanho de folha personalizado para o seu modelo de impressão.",
"Select bank account…",,
"Select category",,
"Select category…",,
"Select column","Selecionar coluna",
"Select file","Selecionar arquivo",
"Select folder","Selecionar pasta",
"Select method",,
"Select the Batch",,
"Select the template type.","Selecionar o tipo de modelo",
Selected,Selecionado,
Select…,,
September,Setembro,
"Serial Number","Número de série",
"Serial Number ${0} does not belong to the item ${1}.","O nº de série ${0} não pertence ao item",
"Serial Number ${0} does not exist.","O nº de série ${0} não existe",
"Serial Number ${0} is not Active.","O nº de série não está ativo",
"Serial Number ${0} is not Inactive","O nº de série não está inativo",
"Serial Number ${0} status is not Active.","O status do nº de série não está ativo",
"Serial Number Description","Descrição do nº de série",
"Serial Number Series",,
"Serial Number Series cannot contain the following characters: /, ?, &, =, %",,
"Serial Number Status",,
"Serial Number is enabled for Item ${0}","Nº de série está habilitado para o Item ${0}",
"Serial Number is not enabled for Item ${0}","Nº de série não está habilitado para o Item ${0}",
"Serial Number not set for row ${0}.","Nº de série não está definido não linha ${0}",
"Serial Number set for row ${0}.","Nº de série está definido para a linha ${0}",
Service,Serviço,
"Set Coupon Code",,
"Set Discount Amount","Digite o valor do disconto",
"Set Loyalty Program",,
"Set Period","Digite o período",
"Set Price List",,
"Set Print Size","Digite o tamanho da folha",
"Set Template Type","Selecione o tipo de modelo",
"Set Up",Configuração,
